Customer_No,Prediction,Probability_Prediction
107322,0,0.15
107323,0,0.11
107324,0,0.11
107325,0,0.1
107326,0,0.08
107327,0,0.31
107328,0,0.12
107329,0,0.36
107330,0,0.08
107331,0,0.09
107332,0,0.04
107333,0,0.46
107334,0,0.09
107335,0,0.12
107336,0,0.11
107337,0,0.09
107338,0,0.02
107339,0,0.46
107340,0,0.29
107341,0,0.1
107342,0,0.16
107343,0,0.2
107344,0,0.12
107345,0,0.12
107346,0,0.07
107347,0,0.09
107348,0,0.24
107349,0,0.09
107350,0,0.23
107351,0,0.18
107352,0,0.15
107353,0,0.19
107354,0,0.1
107355,0,0.07
107356,0,0.04
107357,0,0.07
107358,0,0.24
107359,0,0.13
107360,0,0.04
107361,0,0.05
107362,0,0.11
107363,0,0.09
107364,0,0.06
107365,0,0.08
107366,0,0.18
107367,0,0.1
107368,0,0.1
107369,0,0.05
107370,0,0.09
107371,0,0.18
107372,0,0.08
107373,0,0.1
107374,0,0.1
107375,0,0.08
107376,0,0.09
107377,0,0.13
107378,0,0.1
107379,0,0.12
107380,0,0.09
107381,0,0.05
107382,0,0.11
107383,0,0.2
107384,0,0.09
107385,0,0.09
107386,0,0.22
107387,0,0.14
107388,0,0.03
107389,0,0.09
107390,0,0.22
107391,0,0.1
107392,1,0.57
107393,0,0.13
107394,0,0.15
107395,0,0.1
107396,0,0.1
107397,0,0.12
107398,0,0.17
107399,0,0.1
107400,0,0.2
107401,0,0.1
107402,0,0.42
107403,0,0.1
107404,0,0.11
107405,0,0.21
107406,0,0.13
107407,0,0.12
107408,0,0.09
107409,0,0.08
107410,0,0.29
107411,0,0.11
107412,0,0.11
107413,0,0.28
107414,0,0.15
107415,0,0.1
107416,0,0.2
107417,0,0.14
107418,0,0.09
107419,0,0.1
107420,0,0.11
107421,0,0.08
107422,0,0.11
107423,0,0.16
107424,0,0.16
107425,0,0.16
107426,0,0.07
107427,0,0.16
107428,0,0.03
107429,0,0.11
107430,0,0.36
107431,0,0.09
107432,0,0.1
107433,0,0.07
107434,0,0.19
107435,0,0.26
107436,0,0.07
107437,0,0.02
107438,0,0.11
107439,0,0.13
107440,0,0.09
107441,0,0.21
107442,0,0.11
107443,0,0.04
107444,0,0.32
107445,0,0.14
107446,0,0.23
107447,0,0.17
107448,0,0.22
107449,0,0.04
107450,0,0.08
107451,0,0.27
107452,0,0.04
107453,0,0.14
107454,0,0.12
107455,0,0.09
107456,0,0.09
107457,0,0.11
107458,0,0.14
107459,0,0.12
107460,0,0.1
107461,0,0.36
107462,0,0.11
107463,0,0.07
107464,0,0.06
107465,0,0.14
107466,0,0.17
107467,0,0.07
107468,0,0.07
107469,0,0.06
107470,0,0.13
107471,0,0.17
107472,0,0.07
107473,0,0.1
107474,0,0.12
107475,0,0.11
107476,0,0.1
107477,0,0.08
107478,0,0.05
107479,0,0.11
107480,0,0.12
107481,0,0.23
107482,0,0.08
107483,0,0.09
107484,0,0.12
107485,0,0.35
107486,0,0.09
107487,0,0.12
107488,0,0.1
107489,0,0.1
107490,0,0.14
107491,0,0.06
107492,0,0.09
107493,0,0.19
107494,0,0.22
107495,0,0.11
107496,0,0.1
107497,0,0.1
107498,0,0.14
107499,0,0.11
107500,0,0.04
107501,0,0.2
107502,0,0.12
107503,0,0.28
107504,0,0.06
107505,0,0.25
107506,0,0.1
107507,0,0.13
107508,0,0.13
107509,0,0.04
107510,0,0.14
107511,0,0.07
107512,0,0.09
107513,0,0.13
107514,0,0.03
107515,0,0.17
107516,0,0.18
107517,0,0.15
107518,0,0.15
107519,0,0.14
107520,0,0.1
107521,0,0.24
107522,0,0.1
107523,0,0.08
107524,0,0.06
107525,0,0.25
107526,0,0.09
107527,0,0.06
107528,0,0.12
107529,0,0.24
107530,0,0.16
107531,0,0.24
107532,0,0.1
107533,0,0.09
107534,0,0.27
107535,0,0.12
107536,0,0.11
107537,0,0.46
107538,0,0.1
107539,0,0.07
107540,0,0.08
107541,0,0.13
107542,0,0.23
107543,0,0.07
107544,0,0.13
107545,0,0.08
107546,0,0.07
107547,0,0.19
107548,0,0.25
107549,0,0.07
107550,0,0.15
107551,0,0.09
107552,0,0.08
107553,0,0.07
107554,0,0.09
107555,0,0.09
107556,0,0.22
107557,0,0.06
107558,0,0.04
107559,0,0.1
107560,0,0.09
107561,0,0.09
107562,0,0.08
107563,0,0.17
107564,0,0.09
107565,0,0.09
107566,0,0.08
107567,0,0.04
107568,0,0.05
107569,0,0.07
107570,0,0.07
107571,0,0.1
107572,0,0.07
107573,0,0.2
107574,0,0.24
107575,0,0.06
107576,0,0.2
107577,0,0.02
107578,0,0.1
107579,0,0.06
107580,0,0.28
107581,0,0.09
107582,0,0.1
107583,0,0.13
107584,0,0.38
107585,0,0.14
107586,0,0.1
107587,0,0.28
107588,0,0.12
107589,0,0.06
107590,0,0.03
107591,0,0.16
107592,0,0.08
107593,0,0.31
107594,0,0.1
107595,0,0.2
107596,0,0.04
107597,0,0.08
107598,0,0.05
107599,0,0.25
107600,0,0.16
107601,0,0.35
107602,0,0.13
107603,0,0.1
107604,0,0.25
107605,0,0.16
107606,0,0.14
107607,0,0.11
107608,0,0.22
107609,0,0.1
107610,0,0.22
107611,0,0.11
107612,0,0.11
107613,0,0.28
107614,0,0.21
107615,0,0.1
107616,0,0.11
107617,0,0.09
107618,0,0.07
107619,0,0.1
107620,0,0.12
107621,0,0.08
107622,0,0.09
107623,0,0.17
107624,0,0.16
107625,0,0.25
107626,0,0.11
107627,0,0.07
107628,0,0.08
107629,0,0.11
107630,0,0.16
107631,0,0.21
107632,0,0.27
107633,0,0.11
107634,0,0.07
107635,0,0.33
107636,0,0.13
107637,0,0.13
107638,0,0.09
107639,0,0.08
107640,0,0.07
107641,0,0.23
107642,0,0.08
107643,0,0.19
107644,0,0.09
107645,0,0.09
107646,0,0.09
107647,0,0.06
107648,0,0.15
107649,0,0.14
107650,0,0.07
107651,0,0.08
107652,0,0.15
107653,0,0.1
107654,0,0.14
107655,0,0.05
107656,0,0.12
107657,0,0.1
107658,0,0.09
107659,0,0.07
107660,0,0.05
107661,0,0.11
107662,0,0.09
107663,0,0.07
107664,0,0.1
107665,0,0.18
107666,0,0.16
107667,0,0.27
107668,0,0.38
107669,0,0.08
107670,0,0.09
107671,0,0.15
107672,0,0.39
107673,0,0.1
107674,0,0.03
107675,0,0.11
107676,0,0.08
107677,0,0.1
107678,0,0.11
107679,0,0.32
107680,0,0.05
107681,0,0.07
107682,0,0.05
107683,0,0.13
107684,0,0.09
107685,0,0.1
107686,0,0.08
107687,0,0.13
107688,0,0.12
107689,1,0.51
107690,0,0.2
107691,0,0.08
107692,0,0.13
107693,0,0.07
107694,0,0.15
107695,0,0.1
107696,0,0.2
107697,0,0.03
107698,0,0.09
107699,0,0.1
107700,0,0.05
107701,0,0.02
107702,0,0.42
107703,0,0.05
107704,0,0.1
107705,0,0.08
107706,0,0.27
107707,0,0.11
107708,0,0.22
107709,0,0.14
107710,0,0.15
107711,0,0.09
107712,0,0.06
107713,0,0.03
107714,0,0.44
107715,0,0.09
107716,0,0.13
107717,0,0.1
107718,0,0.14
107719,0,0.1
107720,0,0.09
107721,0,0.19
107722,0,0.07
107723,0,0.1
107724,0,0.15
107725,0,0.1
107726,0,0.19
107727,0,0.11
107728,0,0.09
107729,0,0.08
107730,0,0.11
107731,0,0.11
107732,0,0.09
107733,0,0.15
107734,0,0.12
107735,0,0.08
107736,0,0.18
107737,0,0.11
107738,0,0.18
107739,0,0.09
107740,0,0.11
107741,0,0.08
107742,0,0.07
107743,0,0.09
107744,0,0.11
107745,0,0.09
107746,0,0.08
107747,0,0.07
107748,0,0.06
107749,0,0.02
107750,0,0.22
107751,0,0.1
107752,0,0.11
107753,0,0.27
107754,0,0.18
107755,0,0.03
107756,0,0.08
107757,0,0.11
107758,0,0.09
107759,0,0.37
107760,0,0.11
107761,0,0.08
107762,0,0.17
107763,0,0.12
107764,0,0.11
107765,0,0.09
107766,0,0.1
107767,0,0.18
107768,0,0.15
107769,0,0.08
107770,0,0.18
107771,0,0.16
107772,0,0.1
107773,0,0.09
107774,0,0.17
107775,0,0.09
107776,0,0.12
107777,0,0.43
107778,0,0.11
107779,0,0.08
107780,0,0.08
107781,0,0.1
107782,0,0.07
107783,0,0.12
107784,0,0.07
107785,0,0.07
107786,0,0.03
107787,0,0.11
107788,0,0.13
107789,0,0.1
107790,0,0.04
107791,0,0.11
107792,0,0.1
107793,0,0.22
107794,0,0.1
107795,0,0.14
107796,0,0.14
107797,0,0.34
107798,0,0.06
107799,0,0.09
107800,0,0.06
107801,0,0.09
107802,0,0.14
107803,0,0.05
107804,0,0.26
107805,0,0.4
107806,0,0.08
107807,0,0.12
107808,0,0.1
107809,0,0.17
107810,0,0.1
107811,0,0.11
107812,0,0.33
107813,0,0.07
107814,0,0.31
107815,0,0.1
107816,0,0.05
107817,0,0.1
107818,0,0.09
107819,0,0.08
107820,0,0.11
107821,0,0.06
107822,0,0.11
107823,0,0.08
107824,0,0.11
107825,0,0.07
107826,0,0.12
107827,0,0.07
107828,0,0.07
107829,0,0.09
107830,0,0.06
107831,0,0.11
107832,0,0.03
107833,0,0.11
107834,0,0.22
107835,0,0.14
107836,0,0.12
107837,0,0.1
107838,0,0.11
107839,0,0.04
107840,0,0.09
107841,0,0.11
107842,0,0.09
107843,0,0.22
107844,0,0.15
107845,0,0.2
107846,0,0.27
107847,0,0.1
107848,0,0.06
107849,0,0.13
107850,0,0.09
107851,0,0.1
107852,0,0.11
107853,0,0.28
107854,0,0.09
107855,0,0.08
107856,0,0.31
107857,0,0.21
107858,0,0.09
107859,0,0.11
107860,0,0.01
107861,0,0.46
107862,0,0.12
107863,0,0.32
107864,0,0.13
107865,0,0.37
107866,0,0.07
107867,0,0.16
107868,0,0.08
107869,0,0.23
107870,0,0.09
107871,0,0.25
107872,0,0.29
107873,0,0.28
107874,0,0.06
107875,0,0.09
107876,0,0.23
107877,0,0.03
107878,0,0.15
107879,0,0.14
107880,0,0.09
107881,0,0.06
107882,0,0.24
107883,0,0.12
107884,0,0.08
107885,0,0.28
107886,0,0.05
107887,0,0.1
107888,0,0.07
107889,0,0.05
107890,0,0.35
107891,0,0.11
107892,0,0.08
107893,0,0.11
107894,0,0.07
107895,0,0.1
107896,0,0.1
107897,0,0.04
107898,0,0.11
107899,0,0.07
107900,0,0.11
107901,0,0.07
107902,0,0.11
107903,0,0.38
107904,0,0.1
107905,0,0.15
107906,0,0.21
107907,0,0.08
107908,0,0.09
107909,0,0.09
107910,0,0.09
107911,0,0.18
107912,0,0.27
107913,0,0.1
107914,0,0.04
107915,0,0.11
107916,0,0.1
107917,0,0.11
107918,0,0.09
107919,0,0.12
107920,0,0.09
107921,0,0.4
107922,0,0.14
107923,0,0.31
107924,0,0.05
107925,0,0.19
107926,0,0.08
107927,0,0.09
107928,0,0.11
107929,0,0.19
107930,0,0.12
107931,0,0.04
107932,0,0.1
107933,0,0.12
107934,0,0.1
107935,0,0.1
107936,0,0.21
107937,0,0.06
107938,0,0.11
107939,0,0.27
107940,0,0.11
107941,0,0.07
107942,0,0.17
107943,0,0.1
107944,0,0.09
107945,0,0.07
107946,0,0.28
107947,0,0.08
107948,0,0.25
107949,0,0.21
107950,0,0.06
107951,0,0.23
107952,0,0.02
107953,0,0.08
107954,0,0.1
107955,0,0.4
107956,0,0.31
107957,0,0.18
107958,0,0.11
107959,0,0.09
107960,0,0.11
107961,0,0.18
107962,0,0.22
107963,0,0.13
107964,0,0.1
107965,0,0.1
107966,0,0.14
107967,0,0.12
107968,0,0.26
107969,0,0.07
107970,0,0.32
107971,0,0.34
107972,0,0.09
107973,0,0.2
107974,0,0.23
107975,0,0.06
107976,0,0.11
107977,0,0.17
107978,0,0.17
107979,0,0.11
107980,0,0.08
107981,0,0.1
107982,0,0.13
107983,0,0.11
107984,0,0.21
107985,0,0.1
107986,0,0.07
107987,0,0.13
107988,0,0.1
107989,0,0.15
107990,0,0.1
107991,0,0.07
107992,0,0.25
107993,0,0.44
107994,0,0.11
107995,0,0.26
107996,0,0.03
107997,0,0.11
107998,0,0.1
107999,0,0.1
108000,0,0.15
108001,0,0.07
108002,0,0.09
108003,0,0.34
108004,0,0.08
108005,0,0.29
108006,0,0.09
108007,0,0.11
108008,0,0.13
108009,0,0.04
108010,0,0.07
108011,0,0.06
108012,0,0.07
108013,0,0.06
108014,0,0.09
108015,0,0.18
108016,0,0.19
108017,0,0.13
108018,0,0.12
108019,0,0.3
108020,0,0.12
108021,0,0.11
108022,0,0.08
108023,0,0.17
108024,0,0.23
108025,0,0.16
108026,0,0.09
108027,0,0.18
108028,0,0.23
108029,0,0.05
108030,0,0.1
108031,0,0.25
108032,0,0.26
108033,0,0.08
108034,0,0.14
108035,0,0.23
108036,0,0.16
108037,0,0.16
108038,0,0.07
108039,0,0.08
108040,0,0.1
108041,0,0.17
108042,0,0.19
108043,0,0.11
108044,0,0.12
108045,0,0.1
108046,0,0.18
108047,0,0.23
108048,0,0.13
108049,0,0.08
108050,0,0.19
108051,0,0.23
108052,0,0.09
108053,0,0.12
108054,0,0.03
108055,0,0.09
108056,0,0.15
108057,0,0.03
108058,0,0.18
108059,0,0.16
108060,0,0.08
108061,0,0.2
108062,0,0.29
108063,0,0.1
108064,0,0.04
108065,0,0.16
108066,0,0.09
108067,0,0.08
108068,0,0.1
108069,0,0.15
108070,0,0.22
108071,0,0.04
108072,0,0.08
108073,0,0.17
108074,0,0.11
108075,0,0.1
108076,0,0.3
108077,0,0.06
108078,0,0.09
108079,0,0.33
108080,0,0.08
108081,0,0.06
108082,0,0.09
108083,0,0.16
108084,0,0.07
108085,0,0.23
108086,0,0.09
108087,0,0.16
108088,0,0.1
108089,0,0.12
108090,0,0.1
108091,0,0.07
108092,0,0.14
108093,0,0.13
108094,0,0.12
108095,0,0.17
108096,0,0.2
108097,0,0.14
108098,0,0.08
108099,0,0.12
108100,0,0.11
108101,0,0.14
108102,0,0.12
108103,0,0.11
108104,0,0.12
108105,0,0.29
108106,0,0.3
108107,0,0.1
108108,0,0.09
108109,0,0.07
108110,0,0.26
108111,0,0.17
108112,0,0.17
108113,0,0.23
108114,0,0.09
108115,0,0.13
108116,0,0.29
108117,0,0.11
108118,0,0.2
108119,0,0.23
108120,0,0.03
108121,0,0.09
108122,0,0.08
108123,0,0.28
108124,0,0.14
108125,0,0.09
108126,0,0.04
108127,0,0.03
108128,0,0.24
108129,0,0.13
108130,0,0.22
108131,0,0.11
108132,0,0.16
108133,0,0.09
108134,0,0.31
108135,0,0.07
108136,0,0.06
108137,0,0.19
108138,0,0.09
108139,0,0.12
108140,0,0.13
108141,0,0.08
108142,0,0.08
108143,0,0.38
108144,0,0.28
108145,0,0.1
108146,0,0.08
108147,0,0.14
108148,0,0.34
108149,0,0.03
108150,0,0.22
108151,0,0.04
108152,0,0.12
108153,0,0.1
108154,0,0.09
108155,0,0.09
108156,0,0.08
108157,0,0.07
108158,0,0.15
108159,0,0.03
108160,0,0.18
108161,0,0.1
108162,0,0.09
108163,0,0.08
108164,0,0.18
108165,0,0.11
108166,0,0.1
108167,0,0.05
108168,0,0.35
108169,0,0.09
108170,0,0.12
108171,0,0.2
108172,0,0.1
108173,0,0.09
108174,0,0.18
108175,0,0.07
108176,0,0.16
108177,0,0.16
108178,0,0.06
108179,0,0.26
108180,0,0.14
108181,0,0.04
108182,0,0.09
108183,0,0.09
108184,0,0.17
108185,0,0.11
108186,0,0.07
108187,0,0.16
108188,0,0.18
108189,0,0.08
108190,0,0.09
108191,0,0.26
108192,0,0.13
108193,0,0.2
108194,0,0.05
108195,0,0.06
108196,0,0.05
108197,0,0.11
108198,0,0.1
108199,0,0.15
108200,0,0.32
108201,0,0.09
108202,0,0.08
108203,0,0.1
108204,0,0.1
108205,0,0.16
108206,0,0.1
108207,0,0.02
108208,0,0.05
108209,0,0.15
108210,0,0.14
108211,0,0.09
108212,0,0.11
108213,0,0.06
108214,0,0.32
108215,0,0.1
108216,0,0.09
108217,0,0.09
108218,0,0.11
108219,0,0.1
108220,0,0.12
108221,0,0.08
108222,0,0.25
108223,0,0.17
108224,0,0.08
108225,0,0.3
108226,0,0.19
108227,0,0.1
108228,0,0.02
108229,0,0.14
108230,0,0.31
108231,0,0.24
108232,0,0.1
108233,0,0.11
108234,0,0.06
108235,0,0.22
108236,0,0.1
108237,0,0.09
108238,0,0.08
108239,0,0.1
108240,0,0.09
108241,0,0.21
108242,0,0.31
108243,0,0.11
108244,0,0.1
108245,0,0.11
108246,0,0.22
108247,0,0.07
108248,0,0.12
108249,0,0.13
108250,0,0.15
108251,0,0.11
108252,0,0.23
108253,0,0.33
108254,0,0.22
108255,0,0.09
108256,0,0.07
108257,0,0.11
108258,0,0.06
108259,0,0.1
108260,0,0.1
108261,0,0.08
108262,0,0.26
108263,0,0.1
108264,0,0.12
108265,0,0.18
108266,0,0.13
108267,0,0.1
108268,0,0.1
108269,0,0.16
108270,0,0.09
108271,0,0.11
108272,0,0.23
108273,0,0.05
108274,0,0.11
108275,0,0.12
108276,0,0.13
108277,0,0.14
108278,0,0.1
108279,0,0.1
108280,0,0.12
108281,0,0.2
108282,0,0.25
108283,0,0.1
108284,0,0.26
108285,0,0.15
108286,0,0.09
108287,0,0.08
108288,0,0.06
108289,0,0.14
108290,0,0.27
108291,0,0.12
108292,0,0.1
108293,0,0.11
108294,0,0.11
108295,0,0.12
108296,0,0.1
108297,0,0.1
108298,0,0.09
108299,0,0.07
108300,0,0.11
108301,0,0.11
108302,0,0.1
108303,0,0.18
108304,0,0.12
108305,0,0.16
108306,0,0.11
108307,0,0.08
108308,0,0.1
108309,0,0.12
108310,0,0.13
108311,0,0.12
108312,0,0.2
108313,0,0.1
108314,0,0.08
108315,0,0.08
108316,0,0.04
108317,0,0.08
108318,0,0.05
108319,0,0.08
108320,0,0.14
108321,0,0.22
108322,0,0.05
108323,0,0.01
108324,0,0.12
108325,0,0.09
108326,0,0.09
108327,0,0.17
108328,0,0.14
108329,0,0.09
108330,0,0.1
108331,0,0.09
108332,0,0.15
108333,0,0.11
108334,0,0.24
108335,0,0.11
108336,0,0.08
108337,0,0.06
108338,0,0.19
108339,0,0.25
108340,0,0.39
108341,0,0.15
108342,0,0.11
108343,0,0.34
108344,0,0.3
108345,0,0.08
108346,0,0.11
108347,0,0.11
108348,0,0.11
108349,0,0.16
108350,0,0.03
108351,0,0.11
108352,0,0.28
108353,0,0.1
108354,0,0.1
108355,0,0.09
108356,0,0.1
108357,0,0.19
108358,0,0.07
108359,0,0.04
108360,0,0.15
108361,0,0.11
108362,0,0.35
108363,0,0.11
108364,0,0.07
108365,0,0.07
108366,0,0.1
108367,0,0.2
108368,0,0.08
108369,0,0.14
108370,0,0.09
108371,0,0.19
108372,0,0.08
108373,0,0.08
108374,0,0.1
108375,0,0.27
108376,0,0.12
108377,0,0.32
108378,0,0.09
108379,0,0.14
108380,0,0.11
108381,0,0.07
108382,0,0.06
108383,0,0.06
108384,0,0.09
108385,0,0.11
108386,0,0.11
108387,0,0.1
108388,0,0.1
108389,0,0.09
108390,0,0.07
108391,0,0.09
108392,0,0.02
108393,0,0.08
108394,0,0.11
108395,0,0.18
108396,0,0.11
108397,0,0.12
108398,0,0.16
108399,0,0.09
108400,0,0.08
108401,0,0.27
108402,0,0.37
108403,0,0.11
108404,0,0.09
108405,0,0.09
108406,0,0.1
108407,0,0.12
108408,0,0.09
108409,0,0.1
108410,0,0.12
108411,0,0.07
108412,0,0.27
108413,0,0.1
108414,0,0.09
108415,0,0.26
108416,0,0.1
108417,0,0.43
108418,0,0.09
108419,0,0.1
108420,0,0.12
108421,0,0.03
108422,0,0.06
108423,0,0.22
108424,0,0.19
108425,0,0.1
108426,0,0.12
108427,0,0.3
108428,0,0.33
108429,0,0.1
108430,0,0.08
108431,0,0.09
108432,0,0.01
108433,0,0.1
108434,0,0.1
108435,0,0.15
108436,0,0.08
108437,0,0.1
108438,0,0.05
108439,0,0.14
108440,0,0.34
108441,0,0.14
108442,0,0.14
108443,0,0.09
108444,0,0.19
108445,0,0.11
108446,0,0.17
108447,0,0.01
108448,0,0.24
108449,0,0.11
108450,0,0.08
108451,0,0.2
108452,0,0.11
108453,0,0.1
108454,0,0.1
108455,0,0.09
108456,0,0.11
108457,0,0.18
108458,0,0.04
108459,0,0.09
108460,0,0.16
108461,0,0.15
108462,0,0.19
108463,0,0.11
108464,0,0.09
108465,0,0.22
108466,0,0.14
108467,0,0.08
108468,0,0.17
108469,0,0.09
108470,0,0.06
108471,0,0.19
108472,0,0.06
108473,0,0.1
108474,0,0.28
108475,0,0.13
108476,0,0.09
108477,0,0.06
108478,0,0.13
108479,0,0.16
108480,0,0.23
108481,0,0.08
108482,0,0.09
108483,0,0.16
108484,0,0.09
108485,0,0.14
108486,0,0.08
108487,0,0.09
108488,0,0.12
108489,0,0.11
108490,0,0.19
108491,0,0.1
108492,0,0.17
108493,0,0.09
108494,0,0.19
108495,0,0.19
108496,0,0.15
108497,0,0.07
108498,0,0.31
108499,0,0.03
108500,0,0.08
108501,0,0.07
108502,0,0.14
108503,0,0.31
108504,0,0.04
108505,0,0.37
108506,0,0.12
108507,0,0.1
108508,0,0.05
108509,0,0.11
108510,1,0.57
108511,0,0.02
108512,0,0.13
108513,0,0.21
108514,0,0.11
108515,0,0.11
108516,0,0.12
108517,0,0.04
108518,0,0.09
108519,0,0.21
108520,0,0.06
108521,0,0.18
108522,0,0.13
108523,0,0.16
108524,0,0.06
108525,0,0.13
108526,0,0.3
108527,0,0.08
108528,0,0.12
108529,0,0.09
108530,0,0.08
108531,0,0.09
108532,0,0.1
108533,0,0.1
108534,0,0.21
108535,0,0.04
108536,0,0.09
108537,0,0.11
108538,0,0.14
108539,0,0.29
108540,0,0.26
108541,0,0.07
108542,0,0.17
108543,0,0.02
108544,0,0.09
108545,0,0.2
108546,0,0.27
108547,0,0.05
108548,0,0.1
108549,0,0.11
108550,0,0.07
108551,0,0.1
108552,0,0.1
108553,0,0.19
108554,0,0.08
108555,0,0.03
108556,0,0.01
108557,0,0.28
108558,0,0.16
108559,0,0.09
108560,0,0.1
108561,0,0.04
108562,0,0.09
108563,0,0.1
108564,0,0.03
108565,0,0.2
108566,0,0.37
108567,0,0.09
108568,0,0.2
108569,0,0.1
108570,0,0.07
108571,0,0.15
108572,0,0.34
108573,0,0.23
108574,0,0.03
108575,0,0.1
108576,0,0.16
108577,0,0.1
108578,0,0.08
108579,0,0.06
108580,0,0.15
108581,0,0.12
108582,0,0.1
108583,0,0.11
108584,0,0.06
108585,0,0.14
108586,0,0.09
108587,0,0.03
108588,0,0.1
108589,0,0.08
108590,0,0.23
108591,0,0.3
108592,0,0.11
108593,0,0.03
108594,0,0.1
108595,0,0.2
108596,0,0.19
108597,0,0.09
108598,0,0.09
108599,0,0.07
108600,0,0.06
108601,0,0.08
108602,0,0.03
108603,0,0.1
108604,0,0.09
108605,0,0.26
108606,0,0.27
108607,0,0.15
108608,0,0.08
108609,0,0.1
108610,0,0.22
108611,0,0.24
108612,0,0.11
108613,0,0.14
108614,0,0.31
108615,0,0.09
108616,0,0.08
108617,1,0.54
108618,0,0.09
108619,0,0.09
108620,0,0.1
108621,0,0.01
108622,0,0.09
108623,0,0.13
108624,0,0.1
108625,0,0.11
108626,0,0.11
108627,0,0.11
108628,0,0.15
108629,0,0.19
108630,0,0.1
108631,0,0.14
108632,0,0.1
108633,0,0.08
108634,0,0.04
108635,0,0.03
108636,0,0.21
108637,0,0.1
108638,0,0.07
108639,0,0.1
108640,0,0.08
108641,0,0.09
108642,0,0.09
108643,0,0.11
108644,0,0.14
108645,0,0.09
108646,0,0.06
108647,0,0.1
108648,0,0.1
108649,0,0.22
108650,0,0.13
108651,0,0.05
108652,0,0.13
108653,0,0.19
108654,0,0.28
108655,0,0.23
108656,0,0.1
108657,0,0.36
108658,0,0.1
108659,0,0.27
108660,0,0.1
108661,0,0.27
108662,0,0.13
108663,0,0.02
108664,0,0.16
108665,0,0.39
108666,0,0.08
108667,0,0.09
108668,0,0.1
108669,0,0.1
108670,0,0.11
108671,0,0.11
108672,0,0.17
108673,0,0.1
108674,0,0.05
108675,0,0.1
108676,0,0.1
108677,0,0.06
108678,0,0.09
108679,0,0.07
108680,0,0.1
108681,0,0.07
108682,0,0.09
108683,0,0.09
108684,0,0.03
108685,0,0.36
108686,0,0.09
108687,0,0.13
108688,0,0.32
108689,0,0.09
108690,0,0.11
108691,0,0.19
108692,0,0.03
108693,0,0.12
108694,0,0.12
108695,0,0.17
108696,0,0.07
108697,0,0.09
108698,0,0.12
108699,0,0.08
108700,0,0.1
108701,0,0.05
108702,0,0.12
108703,0,0.34
108704,0,0.11
108705,0,0.11
108706,0,0.17
108707,0,0.1
108708,0,0.12
108709,0,0.1
108710,0,0.05
108711,0,0.17
108712,0,0.03
108713,0,0.24
108714,0,0.08
108715,0,0.14
108716,0,0.11
108717,0,0.07
108718,0,0.11
108719,0,0.09
108720,0,0.09
108721,0,0.19
108722,0,0.08
108723,0,0.12
108724,0,0.09
108725,0,0.08
108726,0,0.14
108727,0,0.18
108728,0,0.13
108729,0,0.11
108730,0,0.21
108731,0,0.09
108732,0,0.04
108733,0,0.12
108734,0,0.09
108735,0,0.1
108736,0,0.13
108737,0,0.21
108738,0,0.27
108739,0,0.1
108740,0,0.17
108741,0,0.08
108742,0,0.05
108743,0,0.09
108744,0,0.09
108745,0,0.12
108746,0,0.29
108747,0,0.02
108748,0,0.07
108749,0,0.12
108750,0,0.18
108751,0,0.09
108752,0,0.09
108753,0,0.13
108754,0,0.09
108755,0,0.05
108756,0,0.07
108757,0,0.09
108758,0,0.1
108759,0,0.09
108760,0,0.18
108761,0,0.19
108762,0,0.09
108763,0,0.07
108764,0,0.11
108765,0,0.13
108766,0,0.08
108767,0,0.16
108768,0,0.01
108769,0,0.11
108770,0,0.1
108771,0,0.29
108772,0,0.21
108773,0,0.08
108774,0,0.11
108775,0,0.11
108776,0,0.11
108777,0,0.15
108778,0,0.1
108779,0,0.08
108780,0,0.09
108781,0,0.02
108782,0,0.2
108783,0,0.09
108784,0,0.11
108785,0,0.14
108786,0,0.05
108787,0,0.12
108788,0,0.1
108789,0,0.08
108790,0,0.15
108791,0,0.09
108792,0,0.07
108793,0,0.15
108794,0,0.09
108795,0,0.17
108796,0,0.11
108797,0,0.09
108798,0,0.1
108799,0,0.02
108800,0,0.14
108801,0,0.09
108802,0,0.33
108803,0,0.17
108804,0,0.09
108805,0,0.05
108806,0,0.22
108807,0,0.11
108808,0,0.1
108809,0,0.08
108810,0,0.13
108811,0,0.18
108812,0,0.1
108813,0,0.09
108814,0,0.21
108815,0,0.15
108816,0,0.1
108817,0,0.1
108818,0,0.12
108819,0,0.07
108820,0,0.19
108821,0,0.1
108822,0,0.07
108823,0,0.04
108824,0,0.09
108825,0,0.15
108826,0,0.1
108827,0,0.28
108828,0,0.1
108829,0,0.09
108830,0,0.09
108831,0,0.1
108832,0,0.1
108833,0,0.07
108834,0,0.09
108835,0,0.09
108836,0,0.09
108837,0,0.1
108838,0,0.14
108839,0,0.14
108840,0,0.1
108841,0,0.09
108842,0,0.1
108843,0,0.19
108844,0,0.09
108845,0,0.12
108846,0,0.21
108847,0,0.03
108848,0,0.12
108849,0,0.11
108850,0,0.14
108851,0,0.02
108852,0,0.11
108853,0,0.07
108854,0,0.11
108855,0,0.09
108856,0,0.2
108857,0,0.17
108858,0,0.15
108859,0,0.34
108860,0,0.17
108861,0,0.1
108862,0,0.1
108863,0,0.12
108864,0,0.08
108865,0,0.07
108866,0,0.09
108867,0,0.1
108868,0,0.09
108869,0,0.32
108870,0,0.11
108871,0,0.11
108872,0,0.13
108873,0,0.12
108874,0,0.14
